No,userName,at,score,content,Sentimen
2550,eli mushonnef,12/22/2022,3,Kurang memuaskan... Dikit-dikit update dan memerlukan pulsa. Semenjak livin kuning ini biaya admin terlalu mahal awalnya 4500. Skrg 5000.500,negatif
2551,Jesica Barends,12/22/2022,1,Update terussssss,negatif
2552,Pudji Santoso,12/22/2022,1,Gak jelas,negatif
2554,Ridho Robin,12/22/2022,5,"Kamu tanya?? Kamu bertanya""???? Ya oke jawabannya",positif
2555,Imas Devi nurjanah,12/22/2022,1,Tidak bisa d buka d hp vivo y20s parah,negatif
2556,Irwan Syah45,12/22/2022,5,"Alhamdulilah sampe sekarang udah berapa kali update gak pernah ada kendala,, sukses buat livin' by Mandiri",positif
2557,garland bugis,12/22/2022,1,"Sangat benci aplikasi ini terlalu sering upgrade... Bosan... Menyulitkan... Tidak bagus, tidak puas, hapus saja aplikasinya",negatif
2558,Amelia Tunya,12/22/2022,1,Saya tidak paham apa maksud dari licin by mandiri khusus saya selalu di suru apdate dan buat livinn baru ada masalah apa sebenarnya sayaerasa tidak nyaman sebagai nasabah mandiri.,negatif
2559,Felicia Michaella Carolline,12/22/2022,5,Padahal sudah di update dan sudah OK. Lha ini koq besok besoknya system masih minta di update lagi. Mohon di perbaiki systemnya,negatif
2560,Irfan,12/22/2022,1,"Update mulu, tapi ga selesai"" Bug nya",negatif
2562,Arifin Nuraini,12/22/2022,5,Puas karna lebih mudah dan cepat,positif
2563,Mia Wahyuni,12/22/2022,4,Kenapa terlalu sering suru update seee,negatif
2565,ratna triasujiani,12/22/2022,1,"Update terus muter2,..gonta ganti pasword terus yg sering lupa pasword report deh",negatif
2566,Muhamadyahya Solihin,12/22/2022,2,Kalau update.... harusnya lebih bagus dan lebih mudah dan lengkap. Jangan makin lemot atau susah dong ...dan kalo update jangan diwajibkan atuh,negatif
2567,Fendi,12/22/2022,5,Lancar dan mudah,positif
2568,elinda nurainy30,12/22/2022,1,Update terus. Gak jelas,negatif
2569,Ruquyyah aya,12/22/2022,5,Alplikasi ini sangat baik membantu utk cepat dalam transaksi,positif
2570,ai hilmawati,12/22/2022,1,"Update terus malah makin lola sih ? Dr kmrn mw buka livin lola mulu, suruh update, udh update malah makin lola",negatif
2571,Ade Handayani,12/22/2022,4,Kenapa akhir2 ini livin sering tdk bisa di akses layar tdk bisa di klik tolong perbaiki layanan nya,negatif
2572,Samsul Revan,12/22/2022,1,huhhh malah eror,negatif
2573,maruf armain,12/22/2022,5,"Bagaimana ini livin by mandiri udh si suruh update,trus hilang aplikasi nya",negatif
2574,Sumiati Sumiati123,12/22/2022,4,Mantap dah,positif
2575,Muhd Latif,12/22/2022,5,Mantaff.. Skrg Lebih mudah,positif
2577,Akbar Akbar,12/22/2022,2,Males update Mulu,negatif
2578,Ariyanto 80,12/22/2022,5,jos banget,positif
2579,Diny F. Sukma,12/22/2022,2,Suruh update terus rempong bingit,negatif
2580,Ally Sahril,12/22/2022,2,"Aplikasinya bagus sangat membantu, tapi sayangnya terlalu sering minta update jadinya sekarang gak bisa terbuka",negatif
2581,Mia Fitri Dayenti,12/22/2022,1,"Masa iya sih harus update terus, okelah kalau diupdate bakalan ada yg baru, ini sama aja kek yg lama.. duhhh bosan tiap mau buka apk livin nya malah di suruh update mulu",negatif
2584,Sam Arjuna Official,12/22/2022,2,Setelah update mlh aplikasi tdk bisa malah minta instal terus,negatif
2585,Dimas Hendro,12/22/2022,1,Kembali ke livin dulu aja lebih jelas keluar masuk uang gak update tiap bulan,negatif
2586,Ayu Finbi,12/22/2022,1,Sy kecewa sm livin slealu disuruh update & gagal terus bikin ribet,negatif
2587,Shielda Joris,12/22/2022,3,Terlalu sering update tp performanya gitu2 aja... kurg efisien sih,negatif
2588,Den Hendy,12/22/2022,5,knpa ga bisa du upgrade Livin nya,negatif
2589,Nasrul Fatihin,12/22/2022,5,Simple & mudah di gunakan,positif
2590,Siti fatimah Masta,12/22/2022,1,D suruh updet teros payah udh apus banyk apk tetap gak bisa up anehh,negatif
2591,Haryono wowor,12/22/2022,1,Terlalu RIBET,negatif
2592,M Alfatih,12/22/2022,5,Bguss,positif
2593,Linda Novita,12/22/2022,1,Kesel banget harus update tp hrs hapus aplikasi lain .. kan ga semua hp punya memori gede akhirnya ga bs update dan ga bisa buka mobile banking nya,negatif
2595,Arnold Nagara,12/22/2022,5,Terbaik.,positif
2596,Zainul asnil,12/22/2022,1,Anyiiiinnngg update ny kok sekali 2hari y.benar ngk mandiri yg punya aplikasi ini.kok kismin x y...,negatif
2598,Rahmat Gumbira,12/22/2022,1,Sy Download aplikasi ini untuk transaksi usaha sy... Sdh berjalan 4 bln .tgl 19 Desember 2022 sy menerima transfer dr rekan usaha 2jt lbh tiba2 di debit ludes semua ..saldo sy tinggal RP NOL .. sgt tidak manusiawi pihak bank ini.. alasan yg mengada2 bhw katanya sy THN 2005 pernah pny kartu kredit yg blum tertutup.. itu tdk benar.! Kl pun benar..knp main langsung debit? Knp TDK ada pemberitahuan! Kl pun benar knp TDK sejak sy buka rekening ini ! Hati2 yg nabung jgn senasib dgn sy.makasih Mandiri,negatif
2599,Syafrizal Rifnadi,12/22/2022,1,"Rajin update tiap bulan, udah kyk download skin ML",negatif
2600,Abdul Munir,12/22/2022,5,Terimakasih mandiri...,positif
2601,Jawa Ria,12/22/2022,5,Aplikasi mantap,positif
2602,Jepta Siregar,12/22/2022,5,"Makin lengkap, makin bisa......",positif
2603,Wiwin Toili,12/22/2022,1,"Sdh diupdate beberapa kali tetap tdk bs dibuka,,,mau transfer jg tdk bisa karna tertutup sm tulisan update.",negatif
2604,Lius Gulo,12/22/2022,5,Aplikasi Livin by ini sangat membantu.,positif
2605,Hendra Agusti,12/22/2022,1,Tolol,negatif
2606,Khairil Irfan,12/22/2022,1,Sering gagal kalau mau update aplikas..sangat tidak memuaskan,negatif
2607,tri handayani,12/22/2022,5,Bertransaksilebih gampang,positif
2608,Tri Suryadi,12/22/2022,4,.. Trimakasi,positif
2609,Rico Sahputra,12/22/2022,1,Woy tolol saban waktu warung ngunduh baru terus!!!tolol!!!,negatif
2610,Nina Hunana,12/22/2022,5,Yaa mudah dan cepat,positif
2612,Rezky Yudha,12/22/2022,5,Sangat gampang untuk mentransfer uang dri satu bank ke bank lain apa lagi sesama bank mandiri gratis tanpa bunga,positif
2613,Ika Ramdika,12/22/2022,1,"Tidak semua handphone bisa update aplikasi ini, gara-gara update malah harus hapus beberapa aplikasi penting lainnya",negatif
2615,Duo Lanang,12/22/2022,3,"Aplikasinya kurang responsif, Di update pun cuma tampilan aja yg beda gak ada perkembangan dari segi kemudahan & kecepatan",negatif
2616,heru nuzula,12/22/2022,5,ngak bisa di downloud,negatif
2617,Jamhuri Ar,12/22/2022,5,Bagus jadi mudah untuk transaksi,positif
2618,Stella Maris,12/22/2022,1,Kenapa sih sedikit-sedikit upgrade bikin full memori saja,negatif
2620,Sumardi 66,12/22/2022,5,Sangat menolong d membantu pokok nya mantap da....,positif
2621,prayugo muhammad,12/22/2022,1,Gblok mnta update mulu,negatif
2622,Hartono hartono,12/22/2022,2,"Fitur beli pulsa kenapa ga dibikin sesuai jumlah yang harus dibayar, krn sisa pembelian kuota akan diambil operator, pak. Maaf, semoga mandiri berpihak ke nasabah.",negatif
2624,Muhammad Nurrozi,12/22/2022,5,Alhamdulilah lancar tf gratis,positif
2626,Ella Amalia Anisak,12/22/2022,2,Terlalu seribg mengupdate. Bikin gk nyaman.,negatif
2628,azka s,12/22/2022,3,"Pembaruan terus,huuffff",negatif
2629,Zahra Fatimah,12/22/2022,1,GAK USAH DIUPGRADE TERUS BISA GAK SIH? SETIAP MAU MAKEK PASTI JADI LAMA GARA2 HARUS UPGRADE DULU.,negatif
2630,Wildan Abdul Rahman,12/22/2022,3,"Dibandingankan kompetitor, livin lebih sering minta update",negatif
2631,putri cahaya,12/22/2022,1,1 bulan kok bisa sampe 3x suruh apdate..mbok ya jangan dikit2 update..,negatif
2632,Wawan Jhie11,12/22/2022,1,Bru seminggu upgrade minta ugrade lagi. Bikin malas,negatif
2633,Alfonsius Serang,12/22/2022,5,Sangat Puas Gunakan Apk ini????,positif
2634,Prayoga Firman,12/22/2022,3,"Update teruss apa keistimewaannyaaa, tiap ada event update ga di-update suruh update, ga jelas lama lamaaa",negatif
2635,Muhamat Anik,12/22/2022,5,Saya sangat suka aplikasi ini,positif
2636,dea oktaviani,12/22/2022,4,Bertransaksi jauh lebih mudah,positif
2637,Setiyo Purwanto,12/22/2022,3,Parahh di instal update gk bisa..,negatif
2638,Ramadhan Al,12/22/2022,5,Mantaaaappp,positif
2639,Eka Elnusa,12/22/2022,3,"Kenapa tidak mau di update 22 desember 2022 hari ini, berkali-kali di update tidak bisa",negatif
2640,Linda Gustinia Lesmana,12/22/2022,2,Kesel banget tiap mau transfer harus di perbarui dulu aplikasi nya???,negatif
2641,Salsabila Rachmat,12/22/2022,1,Selalu minta update.. Klo ga di update ga bisa buka,negatif
2643,Puji Andriani,12/22/2022,1,apk.nya dibuka susah sekali mental?ý heran,negatif
2644,didi abdillah,12/22/2022,5,Ini kenapa ko tiba?ý hari ini tidak bisa di Akses.. apa dalam perbaikan..? Tidak ada info yaa.. sekalinya bisa masuk tp transaksi tidak pernah bisa.. Sdh bagus lagi...,negatif
2645,Elia Zurfita,12/22/2022,5,Terimakasih Livin by Mandiri yg mempermudah semuanya,positif
2646,Wayan Elli,12/22/2022,1,Kok tidak bisa di update,negatif
2648,Budi Julianto,12/22/2022,5,Bagus...sangat membantu,positif
2649,Pak Duki,12/22/2022,5,Terbantu sangat,positif
2650,Oonk Laila8695,12/22/2022,5,Sangat membantu dan memuaskan,positif
2651,Vheyonika Monolimay,12/22/2022,2,Gara?ý update versi terbaru akhirnya Tidak bisa d buka giliran mau masuk kembali malah terblokir kartu mohon informasinya ??????,negatif
2652,Andriani Sudrajat,12/22/2022,1,"Sdh 4x install tetap saja ga bisa. Wi fi kencang, space cukup. Sayang banget quota jd mubazir.",negatif
2653,Dwi guna permana,12/22/2022,2,Ripuh ufdate trus,negatif
2655,Mohammad Fais,12/22/2022,1,Setelah upgrade malah gak bisa di gunakan,negatif
2656,Muhammad Syadi Senjaya,12/22/2022,1,KENAPA SEKELAS APLIKASI BANK BUMN BURUK? ANAK PKL KAH YANG BUAT?,negatif
2657,eny wijaya,12/22/2022,1,Kenapa skrg harus sllu di update sih.. hmpir tiap bulan mnta update. Bagusan yg kemarin,negatif
2660,Firman Firdaus,12/22/2022,2,Lambat masuk ke aplikasinya parah dah...,negatif
2662,Tasya Fatimah,12/22/2022,4,Perasaan baru bulan kemaren di update sekarang udah suruh update lagi. Mana gak ada perubahan lagi. Jadi kurang nyaman.,negatif
2663,Yendi Harizen,12/22/2022,2,minta update terusss..,negatif
2665,Dr Arwita Irawati,12/22/2022,5,Alhamdulillah sy tdk susah u keluar ke ATM u bayar2 dan tf,positif
2668,Crazy Joe,12/22/2022,3,Bagus livin yg biru. Livin kuning minta update terus.mau update ga bisa di instal.pdhl memory msh 1gb.mending ga usah ada opsi update.,negatif
2669,iied sepsiningtyas,12/22/2022,5,Makin mudah digunakan,positif
2670,Satria Bayangan,12/22/2022,1,Terlalu sering update kurang nyaman nih,negatif
2672,Ruslinah Lina,12/22/2022,4,Sangat bagus dan membantu,positif
2674,Jajang Nurzaman,12/22/2022,1,Kecewa sm livin knp harus update terus,negatif
2676,Febri Ana,12/22/2022,5,"Sering mengalami kendala sistem, tolong diperbaiki. (Kami sedang mengecek hal ini. Silahkan kembali atau coba lagi beberapa saat lagi) gitu saja terus",negatif
2677,Ricky Topan,12/22/2022,5,Lebih mudah untuk bertransaksi,positif
2678,zuhran irawan,12/22/2022,5,Bagus dan lancar,positif
2679,Syamsinarti Syam,12/22/2022,1,Tiap blan hrus d perbaharui.. nggak asyik,negatif
2680,Muhammad Tigran,12/22/2022,1,penilaian yg lebih buruk dari 1?,negatif
2681,vita aulia,12/22/2022,2,"harus terus di update si aplikasi ini, mana penyimpanan penuh lagi, kdang suka lama kalo mau digunakan:( keliarga ku semuanya mandiri, lama lama pindah ke bank lain",negatif
2682,M. muheni,12/22/2022,5,Maantap,positif
2683,CEKODE CHINESE FOOD,12/22/2022,5,Aplikasi yang sangat sempurna dan sangat membantu semua kegiatan transaksi mantap,positif
2684,bu eny,12/22/2022,5,Insyaalloh amanah,positif
2685,rozaq muhammad,12/22/2022,2,jangan keseringan update,negatif
2686,Wind Blows,12/22/2022,1,Terlalu sering minta update padahal tidak semua fitur terpakai,negatif
2687,Rizka Armayani,12/22/2022,1,Asik update update aja di suruh ... Bikin habis Kouta aja...,negatif
2688,Endah Sri Widayati,12/22/2022,3,Kenapa sll update baru trus...,negatif
2689,Putu Malini,12/22/2022,2,Pas buka apk disuruh update. Pas di update muter2 terus. Sudah di uninstall terus Download ulang juga gk bisa.,negatif
2690,Marchel Nomleni,12/22/2022,5,Mudah di penggunaan nya,positif
2691,Feri Sandriya,12/22/2022,3,"Aplikasinya memang membantu, tpi dikit2 update lgi urgent harus update dulu, belum lagi memori hp nya penuh udah deh gk bisa di buka ??ý??ý",negatif
2693,Rafli Rusdiana,12/22/2022,1,"Marketing nya buruk banget, disuruh install sama RT RW cuma buat dituker sama minyak 1 Liter",negatif
2694,Misiono Andrianto,12/22/2022,4,Ok best,positif
2695,Rendy Marwoto,12/22/2022,5,Baik sekali sukses,positif
2696,ali mahmudi,12/22/2022,3,Biasa,negatif
2699,Aida Pamosa,12/22/2022,1,Lama2 bosen perasaan belum lama pengirimannya update kenapa sekarang disuruh update lagi katanya lebih canggih tp sama aja..,negatif
2700,Irvan Marsidik,12/22/2022,5,Simple Mudah di gunakan Fitur nya juga bagus,positif
2701,Iwan MT9,12/22/2022,1,Keseringan update jd overload barangnya,negatif
2702,Satrio Wingit,12/22/2022,5,"Baru updet 22 12 12 kok jadi susah transaksi gagal terus udah diulang2 masih tetap gagal,,,",negatif
2703,Ulfa Hananiy,12/22/2022,5,Livin bagus tapi tolong lbih seportif,positif
2704,Ayhu Angriawan,12/22/2022,3,Hampir tiap bulan update. Mningkat juga tidak sma aja dngan yg pertama,negatif
2705,Husna Arofi,12/22/2022,1,"Parah dikit"" update terus jadi risih pake m banking setiap bulan di update tetep aja gk ada perubahan cuma"" saya update juga Tolong lah di lihat keluhan customer kalian lama-lama nasabah kalian akan hilang kalo begini terus payah yang bikin program",negatif
2706,Rudi Mansyah,12/22/2022,1,"Aplikasi Livin kuning ini jelek banget, selalu minta di upgrade...bagus yg dulu warna biru",negatif
2707,Andries Chandra,12/22/2022,1,"Perbaruinya agak lama dong jangan tiap bulan perbarui mulu, makan memory jadinya...",negatif
2708,Winda Winda,12/22/2022,1,"Masa iya sih stiap bulan di suruh aptade terus cape buat aptade livinnya soalnya pake pulsa setiap aptade,kcewa lah sma ni aplikasi???ª",negatif
2710,Desih Anipah,12/22/2022,5,"Bagus, sangat?ý membantu. Terimakasih livin",positif
2711,M teguh Setiawan,12/22/2022,4,bagaimana caranya menghubungkan kartu kredit ke livin,negatif
2712,Dinda Erlangga,12/22/2022,1,"Tolong kebijakan nyaa untuk aplikasi livin ini, kayanya terlalu sering update , itu membuat penuh memori ?????¬ tolong diperbaiki supaya tidak banyak update apliaksi nya",negatif
2714,Huda Timo18,12/22/2022,1,Sangat berguna sekali ?????????????????????,positif
2715,Ahmad Fauzi,12/22/2022,1,Terlalu sering di update.....bisnis nie yiee,negatif
2716,Aiman Abang,12/22/2022,5,Setelah di update knph ga bisa d buka app'y..?,negatif
2719,Rusin TV Channel,12/22/2022,1,"Sejak gak ada pilihan selain update, apk ini lelet.",negatif
2720,Assaidi Banyal,12/22/2022,5,Aplikasi nya keren bangat mempermudah jadi tdk usah ke mesin ATM lagi untuk melakukan transaksi ??? Keren mandiri ??????,positif
2721,Sunarsih Sunarsih,12/22/2022,5,Lebih aman kita menabung,positif
2722,Dicki Setiawan,12/22/2022,4,Oklah,positif
2723,Khoerul Tsani,12/22/2022,5,Fiturnya lengkap,positif
2724,Ambrosia Perish,12/22/2022,3,Aplikasi terlalu sering error. Udah di-instal uninstal entah berapa kali. Tolong diperbaiki.,negatif
2725,Burhanuddin Burhan,12/22/2022,5,Tingkatkan terus,negatif
2726,Feni Andria1997,12/22/2022,2,"Terlalu sering update, lebih suka yg biru.",negatif
2727,MANAON NASUTION,12/22/2022,1,"Update susah, minta hapus memori hampir 2 G dan jeleknya selalu minta hapus WA. Sudah ku hapus 3 aplikasi lain, sejumlah 200-an MB...... Masih belum mau Update. Sementara di Menu.... Memaksa Update",negatif
2728,Idewayumirah Astutiningrat,12/22/2022,1,Terlalu sering di upgrade ????,negatif
2729,Zuhdiana Mahmudiyah,12/22/2022,1,Di app ada permintaan update. Udah diupdate balik lg muncul tulisan update. Diupdate lg muncul lg. Gitu terus. Gabisa buka,negatif
2731,Budi Thena,12/22/2022,5,livin'by mandiri is the best,positif
2733,Budi Prayoga,12/22/2022,4,Lebih mudah cek saldo,positif
2734,Anik Royaningsih,12/22/2022,2,masa di suruh update terus sih.pdhal ga ada beda nya.,negatif
2735,ros miati,12/22/2022,1,Capek ah update terus,negatif
2736,TK Al Husna,12/22/2022,2,Update terussss...,negatif
2737,Upi Suptiatna,12/22/2022,1,Bosen trus wae update,negatif
2738,Zahra Zahra,12/22/2022,5,Terima kasih livin keren banget,positif
2739,Ipunk 33,12/22/2022,1,Tiap bulan prasaan update trs..!!! Limit saldo pun hrs 100rb???ª,negatif
2740,yanto wahyudi,12/22/2022,2,Kualitas sistem buruk . Tidak ada perubahan walaupun d update. Malah tambah parah . Mohon dtindak lanjuti .,negatif
2741,Yohanes Budi,12/22/2022,5,Mantap ??????,positif
2742,Nurdin FN,12/22/2022,5,"Oke, piturna keren.",positif
2743,I Komang Biying,12/22/2022,4,"Semuanya mudah,. Tpi sayang sisa duit 100rb gak bisa d tarik. Hmmm BNI bisa saldo Rp. 0",negatif
2744,Agus Salim,12/22/2022,5,Sip mantap buat tranfer uang,positif
2745,Ghina Hanifa,12/22/2022,3,Terlalu sering ada update,negatif
2746,ghiza wanros,12/22/2022,1,"Sebulan 2x update, ga di up ga bisa login",negatif
2747,filal kr27,12/22/2022,2,"jngan mmpersulit qta sbgai nsabah untuk mngakses/update ulang Livin tiap kali qta mau transaksi,tlong di perbaiki akses jaringanx",negatif
2749,Sandi Ganda diputra,12/22/2022,2,Hayoh we d update,negatif
2750,Rizal Cae,12/22/2022,5,1bln mau brp x update?,negatif
2751,Dwi Ujang,12/22/2022,1,aplikasi ribet...keblokir aj ribet,negatif
2754,Roif Fudo,12/22/2022,1,Update terus jadi bosan,negatif
2755,Rukmi Hariningsih,12/22/2022,5,Mudah,positif
2756,hasanudin bobon,12/22/2022,3,Keseringan update maksa lagi,negatif
2758,Edu Ismail,12/22/2022,5,Bagus dan pertahankan kl bisa ditngktkan,positif
2759,Fika Thatcheriyanti,12/22/2022,1,Kok ga bisa di update ya.. jangan keseringan di-update dong penuh2in memori,negatif
2760,amirul bahar,12/22/2022,4,Kenapa Livin' lemot ya,negatif
2762,Armayani Maya,12/22/2022,5,Sekarang narik uang gak perlu kartu.. udah ada menu di livin'.. lebih aman menurutku dan cepet gitu loh.. gak pake lama ketik2 dipapan tombolnya..,positif
2763,Nur Wati,12/22/2022,1,Update trussss . Gda yg berubah,negatif
2764,rama dwiguna,12/22/2022,2,minta update terossss,negatif
2765,Rinto Setiawan,12/22/2022,1,Update tp ga bisa terus,negatif
2767,ismailube irf,12/22/2022,1,kenapa di update ulng,negatif
2768,herry babank,12/22/2022,5,"top markotop...sangat membantu,",positif
2769,Widy Yogi,12/22/2022,3,Terimakasih karena dengan adanya aplikasi ini semua bisa berjalan dengan mudah...???ý??¯,positif
2770,Shisca Octhorya,12/22/2022,1,"percuma update aplikasi terus, toupup e wallet ttp kudu ketik kode e wallet nya, gak kaya sebelum diupdate, menuh menuhin memory aja",negatif
2771,Muhammad Rafhy,12/22/2022,1,Baru 3 minggu yg lalu minta update. Kok skrang malah minta update trus.. ribet bnget sih aplikasi ini. Itu aja kerjaan update tiap bulan,negatif
