userName,at,score,Sentimen,content
dewa Claudio,12/22/2022 13:27,1,negatif,Aplikasi kintil tiap bulan minta di update
Rudy Sutomo,12/22/2022 13:27,5,positif,Kren lah fturnya lengkap mudah di akses ???ç????????
setiyono tyo,12/22/2022 13:27,5,positif,Sangat membantu
Tunggul Gul,12/22/2022 13:32,1,negatif,Kok tiba2 muncul abdet di abdet gak bisaa hallo gmana ini
Novi Iftikhor,12/22/2022 13:32,1,negatif,Aplikasi gabisa diperbarui
Ariani Wahyuningsih,12/22/2022 13:32,2,negatif,"Verifikasi nya lama setelah minta di update jd terhambat mau transaksi gegara suruh update,klu perintah nya update cepat dong di verif loding terus kan pelayanan 24 jam"
rinto Suseno,12/22/2022 13:34,3,positif,Aman dan memudahkan kita
Amey Sherlin,12/22/2022 13:35,1,negatif,Kalo di buka malahan makin lelet
elzar pratama putra,12/22/2022 13:35,1,negatif,"Minta update mulu padahal baru sebulan yang lalu update, mana wajib lagi updatenya"
Bayu Setiawan,12/22/2022 13:43,1,negatif,Habis di update malah ga bs di pakai (install)
Tedy Virgo,12/22/2022 13:43,1,negatif,Setelah di update untuk melakukan transaksi tdk bisa dan setelah ikutin arahan clear cache tetap sama malah skrang tdk visa masuk ke apk...solusi nya gmana ini
Ervan Davian,12/22/2022 13:44,5,positif,Sangat membantu di setiap aktifitas
April april,12/22/2022 13:45,1,negatif,Apk livinnya kok dsuruh update terus sih...jdi gk mengenakn
Rahma Ristanti,12/22/2022 13:45,4,negatif,Jangan sering2 update dong kl perubahannya ga banyak
luqman arsenal,12/22/2022 13:48,2,negatif,"Yak, update lageeeeee"
Triyana Wiby,12/22/2022 13:48,1,negatif,Yg ini semakin ribet
Lenni sari,12/22/2022 13:49,1,negatif,Tiap bulan suruh upgrade ????ü?çü????è
wensalina lina,12/22/2022 13:50,3,negatif,Aplikasi nya tiap bulan minta di update
Emma Rahul & Bathildis,12/22/2022 13:51,1,negatif,Mestinya jgn di di wajibkan update aplikasi
Otong Gede,12/22/2022 13:54,5,positif,Baik
olva Tatengkeng,12/22/2022 13:54,4,positif,Aku suka sekali dapat tambahan bungga dari living mandiri .??ù???ù? Thanks???è
Fathul Alam,12/22/2022 13:58,5,positif,"Saya kasih 5 bintang....terimakasih atas layanannya,,dgn Livin by mandiri semua JD mudah..."
vilda kumala izza,12/22/2022 13:59,2,negatif,Kenapa update terus? Padahal fiturnya sama aja
Ihlasul Amal,12/22/2022 13:59,4,positif,Top
Efendi Anwar,12/22/2022 14:01,1,negatif,Aplikasi ini Sering minta update
Sasi Rudhatinnn,12/22/2022 14:03,2,negatif,Keseringan update.
Izhal Doank,12/22/2022 14:03,5,positif,Sangat bermanfaat terima kasih bank mandiri
Bang Afiw,12/22/2022 14:03,5,positif,Sangat membantu
Beri Arda,12/22/2022 14:04,5,positif,Sangat bermanfaat
Rohandi Yusuf Palandrai,12/22/2022 14:04,1,negatif,Gk bisa save nmor rekening.. Gk kayak sebelum nya
Sajidan Sajidan,12/22/2022 14:09,5,positif,"Ok best, verygout. Thanks to livin."
Nizar Yahya,12/22/2022 14:10,4,negatif,"Woi kok gak bisa di update, ngulang terus"
Muhamad Murtado,12/22/2022 14:11,3,positif,Baik
Asep Ayi,12/22/2022 14:13,1,negatif,Ini Livin kenapa ko gk bisa akses ya. Transaksi sy pakai apk ini setiap hari. Tolong lah kak ???è
budiagus sudiono,12/22/2022 14:15,1,negatif,Terlalu sering update..buang-buang waktu..
anak stb 21,12/22/2022 14:15,1,negatif,Update terus setiap bulan apaan sh dk jls
Andikakonay 1704,12/22/2022 14:15,1,negatif,Knpa ngga bisaaa di upgret
Sarlanto Sarlanto,12/22/2022 14:15,5,negatif,Minta trus didownload
Riri Ryanggreni,12/22/2022 14:15,1,negatif,Tdk bisa di install beberapa kali
Sarah Septi Pradipta,12/22/2022 14:23,1,negatif,Sangat buruk selalu di suruh update kondisi urgent malah di suruh update dulu
Edi suhendra Koto,12/22/2022 14:26,5,positif,"Alhamdulilah sdh bisa buka applikasi ini, dan bisa jg lihat saldonya.."
Ayu Rahayu,12/22/2022 14:28,5,positif,"Enjoi aja livin punya saya enak,cepat dan akurat...."
Nurul Misbah,12/22/2022 14:28,5,positif,Urusan transfer2 ..Livin' by M andiri emang sangat membantu
Espe Es,12/22/2022 14:29,5,positif,Good
Deny Setiady,12/22/2022 14:30,1,negatif,Males sering minta update
Devica Hilara,12/22/2022 14:32,4,negatif,"Ah sekarang Livin yang kuning baru ini berbeda jauh dengan Livin yg waktu masih biru. Livin kuning ini kebanyakan update update melulu. Sebulan sekali update aja, di up jg sama aja gitu"" doang. Aneh rada kecewa karena pas mau dipakai darurat harus update update. Hmmm"
Hasra Hasra,12/22/2022 14:33,5,positif,Semoga menguntungkan
Iqbal Rizal,12/22/2022 14:42,3,negatif,Minta update mulu
Isdedi Heriadi,12/22/2022 14:43,1,negatif,semangkin hari livin semangkin buruk pelayanan nya
Yogi Dwi,12/22/2022 14:44,1,negatif,Setelah updte malah ga bisa buat transfer atau top up
Laili Musthofa,12/22/2022 14:44,4,negatif,Gak bisa update
Usfuriyah,12/22/2022 14:45,1,negatif,kenapa apk ini sering sekali update.. ?
Fatkhul Arifin,12/22/2022 14:47,1,negatif,"G beres...dipaksa update malah g bisa buka, harus restart dlu klo mau buka. Kacau..."
Sirilus Ayon,12/22/2022 14:47,1,negatif,Paling setengah mati di download Padahal paketan dan jaringannya bagus
Mahesa mahesa,12/22/2022 14:48,5,positif,Sangat membantu
Mas Duki,12/22/2022 14:49,5,positif,ok.siaaaap
raden tri waluyo,12/22/2022 14:49,5,positif,Sangat membantu
Nur Halim,12/22/2022 14:51,4,positif,Jozzzz
Romli Bae,12/22/2022 14:51,4,positif,Saya menyukai aplikasi ini
Rusli Bpjstk,12/22/2022 14:52,5,positif,sangat membantu sekali dlm transaksi melalui livin sangat baik
Ikhwan Udin,12/22/2022 14:54,1,negatif,Setelah terjebak akun ini susah buka livin...gimana ya jln keluarnya..???è
Oktavia Wardani,12/22/2022 14:57,2,negatif,"Aplikasi perbankan terburuk menurut saya , buat mmbuka aplikasi saja teramat sulit!!"
Yuliana Salu,12/22/2022 14:59,5,positif,Mantap
Sabila Edia Iswandari,12/22/2022 15:00,1,negatif,Gabisa dibuka di update gabisa
Ewan supirman Ewan,12/22/2022 15:02,1,negatif,"Kok smngkin susah ajh aplikasih livin mandiri ini masak mantak update lansung hilng begitu saja,,terpasa ke bnk lagi daftar ulang????????"
Munjirin Munjirin,12/22/2022 15:04,2,positif,Memudahkan transaksi .
lika Azzahro,12/22/2022 15:07,2,negatif,Sllu minta di update trs
Nana Rukmana,12/22/2022 15:08,5,positif,Baik
Alx Anto,12/22/2022 15:09,1,negatif,Aplikasi ini di bikin buat mempermudah apa sengaja jualan aplikasi...masa setiap saat suruh update instal ulang trs... Harusnya d bedain dong bisnis aplikasi sm pelayanan nasabah yg di kedepankan kepuasan... Saya seepndapat dng yg lain yg sdh kecewa.... INI HARUS D RUBAH BOS... UTAMAKAN KEPUASAN NASABAH... Bukan jualan aplikasi...
sulaiman kuncara,12/22/2022 15:12,1,negatif,kok gak bisa update . gagal mulu
Candra Winata,12/22/2022 15:12,1,negatif,Update mulu woy
Andri Rapelito,12/22/2022 15:14,2,negatif,Kenapa ini ? Baru saya update ga bisa login ga bisa tarik tunai tampa kartu ga bisa intip saldo .... Lo kok makin parah setelah update ? Cuman kedip layar aja terus ga bisa ngapain?? coba cek kalian dlu
Banyu,12/22/2022 15:18,1,negatif,Terlalu sering update
salsabila nugraha,12/22/2022 15:19,1,negatif,"aku gk sukanya karna, klo mau buka apl sering update dulu harusnya dikasih pilihan mau update atau nggak entah ini uda keberapa kalinya aku update, awalnya aku kasih bintang 3 tapi karna sering update aku kasih 1 bintang"
Chintya Dara Siska,12/22/2022 15:20,1,negatif,"Saya lagi urgent mau transfer seseorang malah Livin minta update, Setelah saya update sudah 100% malah coba lagi, berulangkali tetap sama"
Yani Salma,12/22/2022 15:23,1,negatif,Susah di uprgate nya
Ufai Akila Kids,12/22/2022 15:25,1,negatif,Susah sekali untuk update
Agil Wianca,12/22/2022 15:27,1,negatif,Apakah perlu di Uninstal aplikasi ini
Al Ghani,12/22/2022 15:27,5,negatif,"Tiap login harus di update, mana kuota uda sekarat APK nya pun juga makin leled????"
Ahmad Riyadi,12/22/2022 15:27,1,negatif,Tinggal update trus
Safina Sarumpaet,12/22/2022 15:28,5,positif,Ok bget
armoend uzumaqi,12/22/2022 15:32,5,positif,Sangat bermanfaatt
Ary Andi,12/22/2022 15:35,2,negatif,Sekarang selama logo kuning jadi remot & ribet
Triyas Johana,12/22/2022 15:35,1,negatif,Terus minta update
Ayen Lay,12/22/2022 15:36,5,positif,mantap
Agoes Sulistiyo,12/22/2022 15:39,4,positif,Mayan bagus Oke Mandiri
Kakak Alvarez,12/22/2022 15:39,1,negatif,Kenapa selalu minta update ???
Hermoyo Heru,12/22/2022 15:53,5,positif,Sangat mendukung sekali..
Ichsan Afriansyah,12/22/2022 16:00,1,negatif,Minta update terus
Hery Siswiyanto,12/22/2022 16:00,3,negatif,Aplikasinya kurang cepat
reffa aprilia,12/22/2022 16:02,5,positif,Good
Hernita Calya Wahono,12/22/2022 16:04,2,negatif,Jangan sering minta update dong. .
arif rinanto1,12/22/2022 16:06,5,positif,sangat membantu
Zomal Fiantana,12/22/2022 16:06,1,negatif,"Bukanya lebih baik malah lebih buruk, parah emang"
gloria yagiandri,12/22/2022 16:08,1,negatif,"Update terus nih aplikasi..... Update trus trus trus trus trusssssss ???? nyadar dong sama banyaknya komplain orang, gk usah update 2,........ dalam 1 tahun 10 kali minta update"
Liga Igus,12/22/2022 16:08,5,positif,Bagus
Nur Wening,12/22/2022 16:10,1,negatif,Parah si kudu di update kalo gak gabisa dipake. Kalo orangnya lagi keburu2 gmn? Mana lama bgt lg update aja anjrt lah ini app
Queensa Syafa haura,12/22/2022 16:21,1,negatif,Eror terus livin mah malah bikin susahsu
Saro Duma,12/22/2022 16:29,5,positif,Baik
Wahyuni Regina Pingkan,12/22/2022 16:30,1,negatif,"Kenapa sih gak bisa di buka lagi aplikasi nya, kecewaa bangett dehh"
Septian Firmansyah,12/22/2022 16:33,1,negatif,Apa apaan tidak bisa topup e wallet masih keterbelakangan
Salwa dintia putri Isna,12/22/2022 16:34,5,positif,Mantuull
Patrisia selvi Telik,12/22/2022 16:38,5,positif,Ok
Saptiono Hadi,12/22/2022 16:43,2,negatif,Kalau buat bayar tagihan wifi gak bisa otomatis keluar nominal yang harus di bayar mesti ngecek dulu pakek ovo
akhmad Takrir,12/22/2022 16:44,5,positif,sip lah
Rudi Brewok,12/22/2022 16:55,4,positif,Oke
bang rony,12/22/2022 17:11,1,negatif,Kenapa saya tidak bisa mengisi email untuk keperluan verifiksi
Lana_android borneo ü?? Lana android ü??,12/22/2022 17:13,1,negatif,Update terus!!!!
Luki Wahyudin,12/22/2022 17:22,1,negatif,Keseringan update aplikasi
PUTRA CAMBAHAN,12/22/2022 17:31,1,negatif,"Gak jelas emng ini update2 terus stelah diupdate g bisa2 ulangi2 smp capek , , kenapa harus update2 terus itu lho"
RhicoYoanSaputra,12/22/2022 17:31,3,negatif,"Knpa ya saldo suka berkurang sendiri terkadang 3ribu sampe 5ribu rupiah,padahal blm masuk awal bulan buat potongan itupun ga ada notif ataupun history pemotongan,sedikit sih tapi bukan ny ga baik mengambil yg bukan hak nya"
MOH FARHAD FARHAD,12/22/2022 17:33,5,positif,Aplikasi livin' by mandiri sangat membantu sekali
Ricky Susanto,12/22/2022 17:36,2,negatif,Kebanyakan update
Septyan Dhiki,12/22/2022 17:36,1,negatif,"Aplikasi bodoh. susah banget buat login alasan buat password baru lah, di suruh buat baru tapi gagal terus dengan alasan password sudah digunakan. Sumpah ini buruk banget Beda banget sama mbanking yg lainnya"
Lisna Wati,12/22/2022 17:40,1,negatif,Tiap buka pasti harus di update. Ribet bngt
Adi Nugraha,12/22/2022 17:42,1,negatif,Ini kenapa jadi lemot di update bukan nya makin lancar haduuuuh
Mulyana,12/22/2022 17:48,1,negatif,Update mulu
Riko Akbar Hanan,12/22/2022 18:02,5,positif,Mantap
Jajan Pasar17,12/22/2022 18:41,5,positif,Mantab
Aas Chisa,12/22/2022 18:41,1,negatif,Otw tutup rekening.
Dewi Ratna,12/22/2022 18:43,2,negatif,"Nyesel pake mandiri mempersulit nasabah ,,,"
Ari Agustiawan,12/22/2022 18:43,1,negatif,Setelah di update bukanya tambah bagus performanya malah tambah susah semua mau transaksi. Mau tup up pulsa aja sangat lama nunggunya ga selesai2 prosesnya. Bagusan belum di update. Tolong dong diperbaiki performanya. Takutnya lagi penting.
Saeful Albaehaqi,12/22/2022 18:43,1,negatif,Kenapa ya setelah di update bukannya bagus malah makin bapuk ????????
Arbalest,12/22/2022 18:49,2,negatif,"Kalo tengah malam sering gangguan lah offline lah, payah gak 24 jam kaya apk sebelah"
ROUP ARDHANI,12/22/2022 18:49,1,negatif,Payahhh gangguan muluuu
Soraya Ulfha,12/22/2022 18:49,1,negatif,Knp skrg gk bisa d buka??
Itto Arif ü??Itto24ü?ù Nurmansyah,12/22/2022 18:52,1,negatif,"Susah login malahan, pakek sidik jari jga gak responsif sama sekali. Malah sekarang disuruh ganti password dulu. Malah gak bisa terhubung juga"
Sinta Sin,12/22/2022 18:55,1,negatif,setelah apdet ini kgika malem banyak efor ssgala mcet tolong buat lifin di perbaiki lagi
"Andi Iswanto S, Ars",12/22/2022 18:55,4,negatif,Update terus
Edwin Parulian Subagja,12/22/2022 18:58,1,negatif,Sepertinya setiap membuka pada malam hari selalu ad gangguan
munir ad-dakhil,12/22/2022 18:58,1,negatif,sangat kecewa bukanya di upgrade jadi tambah optimal malah tambah eror ga jelas
Indra Syahputra Sipayung,12/22/2022 19:02,3,negatif,Baru di update kog jadi gak bisa dibuka bukannya makin bagus jadi makin ribet dah
Kadek Twinta,12/22/2022 19:04,3,negatif,"Jangan asal ditutup aja livin biru, ini livin kuning banyak kurangnya, terutama pembayaran multipaimen nya dikit amat, gak kayak livin biru lengkap"
Baduen Nauyagir,12/22/2022 19:14,3,negatif,"Kenapa 2 bulan pemakaian app Livin lancar2 saja tapi bulan berikutnya lelet sampai pusing mau transaksi, tolong diperhatikan lagi agar pelanggan Living tdk merasa kecewa"
Yeni Kerisah,12/22/2022 19:19,1,negatif,Stelah di upgrade barusan gak bisa login aneh bgt
Agus Setiawan,12/22/2022 19:35,5,positif,"Livin mandiri makin oke,terus berinovasi berikan yg terbaik"
kumel green,12/22/2022 19:48,1,negatif,"W kasih bintang 1 ya, Klo ga salah ini BANK NEGERI, Masa kalah ma yg lain pa lg BC_ JARANG BANGET UPDATE...NYARI DUIT DI GOOGLE JUGA...WKWKWKWK"
Abdul Jabar,12/22/2022 19:54,5,negatif,"Masa baru beberapa Minggu sudah minta d uptade lagi,"
Januari,12/22/2022 20:40,5,positif,Nice
Ibu Tiyi,12/22/2022 20:56,1,negatif,Gimana ini solusinya sudah update la suruh update lagi nggk bisa ke buka lgi
Alwi Alfaed,12/22/2022 21:13,5,positif,Ok kok
Siti Uswatun Hasanah,12/22/2022 21:14,1,negatif,Kenapa harus diperbarui trs sih ka
Ria,12/22/2022 21:18,5,positif,Mudah pengoperasiannya
Putu Wisnu ardi.F.,12/22/2022 21:32,1,negatif,Mengecewakan
Noer Khozien,12/22/2022 21:34,5,positif,Sangat membantu.
Indra Arif,12/22/2022 21:38,5,positif,Nice
Efin,12/22/2022 21:40,1,negatif,di ubdate lebih buruk
Abyan Ahmad,12/22/2022 21:47,5,positif,Memudahkan segala transaksi keuangan
Bambang Fairuzi,12/22/2022 21:53,5,positif,Alhamdulillah diberi kemudah ???è???è???è???è
Deni Hermawan,12/22/2022 21:56,1,negatif,Habis update .Livin .sekarang malah berat sekali buka aplikasinya .. Tolong perbaiki lagi ..
mira,12/22/2022 21:58,2,negatif,"Ini gi mna yah, di updet susah di instal susah di akses, sudh berkali kali di updet susah di instal smpe seharian ga bs d buka SM sekali, tolong dong perbaikin lagi"
Helmi's journey,12/22/2022 22:05,2,negatif,"Terlalu sering update, mengganggu kenyamanan n penyimpanan"
Syifa Rizki,12/22/2022 22:06,1,negatif,Setiap bulan harus update....bikin ribet
Room doney,12/22/2022 22:06,5,positif,solusi tepat m banking ???ç
HERMAN SILA,12/22/2022 22:08,5,positif,"Livin By Mandiri memang Keren, Hebat ???ç???ç"
Alfian Navigo,12/22/2022 22:11,1,negatif,awalnya bagus digunakan sampai ke luar negripun aman bahkan hanya dengan wifi bisa transaksi tapi setelah update jadi eror tidak bisa transaksi eror di pin berapa kali coba tetap tidak bisa saya lama pakai aplikasi mandiri sekarang kecewa sekali..
Mas Ruchin,12/22/2022 22:16,5,positif,Terimakasih
Sity nursadiah,12/22/2022 22:17,5,positif,Ok
kiagoes. edys,12/22/2022 22:18,5,positif,"Sangat membantu,yang penting pengamanan uang yg ada.biar tidak mengecewakan nasabah."
Putraslamet keduaPesigit,12/22/2022 22:20,5,positif,Sangat membantu..
Zarma Desien,12/22/2022 22:24,3,positif,"Bagus, memudahkan"
Hani Hanifah,12/22/2022 22:26,1,negatif,Cape ah tiap kali mau buka harus update teroooosssss
yuke yudi,12/22/2022 22:29,5,positif,"Memudahkan, cukup puas"
Mardi Mardi (Keluarga sellu bahagia),12/22/2022 22:30,3,negatif,Kurang puas pake livini
fitriana ridwan,12/22/2022 22:41,2,negatif,"tiap bulan harus di update truss,,???è???è???è"
Farid Mulkani,12/22/2022 22:43,2,negatif,Update terus... sampai bosan
Sahala Siahaan,12/22/2022 22:46,1,negatif,Susah upload ulang
Ramlah Rusdi,12/22/2022 22:48,2,negatif,Upgrade mulu
Ang Kringan,12/22/2022 22:52,1,negatif,"Tiap gajian pasti pembaruan, taii emang ente tukang nyimpen duit kekurangan duit?"
MOH. IQBAL TRIHIDAYAT,12/22/2022 22:52,5,positif,Semakin keren
dewi cahya,12/22/2022 22:57,3,negatif,Keseringan minta update apl nya..
Mohammad Solikin,12/22/2022 22:58,5,positif,good
Idhar1 Umasangaji,12/22/2022 23:01,5,positif,sangat membantu
erna sirait,12/22/2022 23:02,5,positif,Mudah dan cepat
Adi Karawinata,12/22/2022 23:05,1,negatif,Aplikasinya mental terus keluar waktu di klik. Pdhl MBankning lain lancar.
Bj Suho,12/22/2022 23:06,1,negatif,"Aplikasinya tidak ramah untuk hp yang kentang, karena harus terus di update, sebaiknya untuk seterusnya jangan terus terusan minta update, karena kasihan untuk yang hpnya kentang ????"
Wiwik Wulandari,12/22/2022 23:08,1,negatif,Kenapa susah sekali untuk di update
Andie Andi,12/22/2022 23:09,1,negatif,Setalah d update muter2 trs makin g jelas sy kasih bintang 1 kurang puas
sani Cam,12/22/2022 23:20,2,negatif,"perasaan tiap minggu di suruh update mulu deh, ada apa apanya juga gak. sama aja ky sebelum nya. malah gede gedein sizee aja"
Tukul Warsito,12/22/2022 23:25,3,positif,Josss
Nurul iman,12/22/2022 23:26,3,negatif,Keseringen Update
fosil,12/22/2022 23:29,5,positif,sangat berguna.
Kurniawan Budi Santoso,12/22/2022 23:29,4,positif,Good
Tengku beiby Beiby adriani,12/22/2022 23:32,2,negatif,Bolak balik hrs di update.. Muak..
Bunbun 80,12/22/2022 23:33,1,negatif,Kenapa livin kuning jadi susah si klik setiap mau klik langsung keluar gk bs d akses.. Tolong penjelasan nya.
R Wilinsih,12/22/2022 23:35,2,negatif,Updatenya sering bngat
Ali Fauzan,12/22/2022 23:37,1,negatif,Terlalu sering update bikin ribet
sidik samsudin,12/22/2022 23:40,1,negatif,Aplikasinya ngk bisa dibuka
Dodoi Dodoi,12/22/2022 23:40,1,negatif,Bnyak updte bkny mkin bgus mlah jdi jelek
Lusiana Kristina Naibaho Naibaho,12/22/2022 23:40,3,negatif,"Nyesel banget upgrade terus tapi selalu lemot dibuat., JD ga nyaman pake Livin... Ada yg penting banget pun ga bisa... tolong dong diperbaiki lgi"
shodiq syahril,12/22/2022 23:43,1,negatif,Update nya terlalubsering jadi merepotkan
Plaju bae,12/22/2022 23:44,5,positif,Bagus sangat membantu
Saidatul Abidah,12/22/2022 23:45,2,negatif,Jangan terlalu sering sering untuk disuruh aptudate min
Ika Alifah Mahendra,12/22/2022 23:45,1,negatif,"Kenapa ya Livin ini jadi lebih sering Update? Sedari Livin LoGo Biru, di LoGo kuning ini sya sudah beberapa kali disuruh Update."
sindi patika sandi,12/22/2022 23:46,4,negatif,Aplikasi nya susah dibuku
Samsu Syam,12/22/2022 23:47,5,positif,Mantap
Renita Sari,12/22/2022 23:47,1,negatif,"belum sebulan pake livin udh harus d update,bca ga kaya gini loh,ribet klo trus d udate,lihat bca dong lancar jaya ga ribet,ga memuaskan pokonya,males pake livin,"
Ramli Lebu,12/22/2022 23:48,2,negatif,"Update mulu, tapi di lihat ga ada perubahan, klu minta update itu harus ada perubahan di uplikasi ini, ini baru berapa hari update, sekarang minta update lagi, gimn si aplikasi ini..tolong sampaikan admnya biar kita tau jawabannya."
Undi Karyana,12/22/2022 23:56,1,negatif,Fitur lama lebih ok dripada fitur sekarang..up bukangnya nambah mantep malah nambah mingslep(jelek)
